FlightDate,Airline,Origin,Dest,Cancelled,Diverted,CRSDepTime,DepTime,DepDelayMinutes,DepDelay,ArrTime,ArrDelayMinutes,AirTime,CRSElapsedTime,ActualElapsedTime,Distance,Year,Quarter,Month,DayofMonth,DayOfWeek,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Operating_Airline,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,DestCityName,DestState,DestStateFips,DestStateName,DestWac,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrDelay,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,DistanceGroup,DivAirportLandings
1/2/2018,Southwest Airlines Co.,BWI,ALB,FALSE,FALSE,2210,2256,46,46,2400,35,48,75,64,289,2018,1,1,2,2,WN,WN,19393,WN,5532,WN,19393,WN,N781WN,5532,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,10257,1025702,30257,"Albany, NY",NY,36,New York,22,1,3,2200-2259,14,2310,2358,2,2325,35,1,2,2300-2359,2,0
1/2/2018,Spirit Air Lines,MCO,CAK,FALSE,FALSE,2040,2034,0,-6,2302,0,115,142,148,861,2018,1,1,2,2,NK,NK,20416,NK,386,NK,20416,NK,N510NK,386,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,10874,1087402,30647,"Akron, OH",OH,39,Ohio,44,0,-1,2000-2059,23,2057,2252,10,2302,0,0,0,2300-2359,4,0
1/2/2018,Southwest Airlines Co.,BWI,ALB,FALSE,FALSE,1050,1048,0,-2,1205,0,55,75,77,289,2018,1,1,2,2,WN,WN,19393,WN,6858,WN,19393,WN,N561WN,6858,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,10257,1025702,30257,"Albany, NY",NY,36,New York,22,0,-1,1000-1059,19,1107,1202,3,1205,0,0,0,1200-1259,2,0
1/2/2018,Delta Air Lines Inc.,ATL,ALB,FALSE,FALSE,1501,1459,0,-2,1705,0,113,137,126,853,2018,1,1,2,2,DL,DL,19790,DL,2033,DL,19790,DL,N899AT,2033,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,10257,1025702,30257,"Albany, NY",NY,36,New York,22,0,-1,1500-1559,10,1509,1702,3,1718,-13,0,-1,1700-1759,4,0
1/2/2018,Delta Air Lines Inc.,ATL,ALB,FALSE,FALSE,932,934,2,2,1141,0,113,133,127,853,2018,1,1,2,2,DL,DL,19790,DL,2401,DL,19790,DL,N924AT,2401,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,10257,1025702,30257,"Albany, NY",NY,36,New York,22,0,0,0900-0959,11,945,1138,3,1145,-4,0,-1,1100-1159,4,0
1/2/2018,ExpressJet Airlines Inc.,IAH,AMA,FALSE,FALSE,1825,1817,0,-8,2005,0,84,111,108,517,2018,1,1,2,2,UA,UA_CODESHARE,19977,UA,4023,EV,20366,EV,N12552,4023,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,10279,1027903,30279,"Amarillo, TX",TX,48,Texas,74,0,-1,1800-1859,18,1835,1959,6,2016,-11,0,-1,2000-2059,3,0
1/2/2018,Southwest Airlines Co.,LAS,AMA,FALSE,FALSE,1205,1204,0,-1,1603,3,88,115,119,758,2018,1,1,2,2,WN,WN,19393,WN,5080,WN,19393,WN,N413WN,5080,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,10279,1027903,30279,"Amarillo, TX",TX,48,Texas,74,0,-1,1200-1259,28,1232,1600,3,1600,3,0,0,1600-1659,4,0
1/2/2018,Spirit Air Lines,LAX,ATL,FALSE,FALSE,920,923,3,3,1613,0,208,254,230,1947,2018,1,1,2,2,NK,NK,20416,NK,403,NK,20416,NK,N517NK,403,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,0,0900-0959,13,936,1604,9,1634,-21,0,-2,1600-1659,8,0
1/2/2018,ExpressJet Airlines Inc.,IAH,AMA,FALSE,FALSE,940,934,0,-6,1118,0,86,111,104,517,2018,1,1,2,2,UA,UA_CODESHARE,19977,UA,4456,EV,20366,EV,N14902,4456,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,10279,1027903,30279,"Amarillo, TX",TX,48,Texas,74,0,-1,0900-0959,15,949,1115,3,1131,-13,0,-1,1100-1159,3,0
1/2/2018,ExpressJet Airlines Inc.,IAH,AMA,FALSE,FALSE,1435,1429,0,-6,1625,0,89,111,116,517,2018,1,1,2,2,UA,UA_CODESHARE,19977,UA,4141,EV,20366,EV,N14902,4141,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,10279,1027903,30279,"Amarillo, TX",TX,48,Texas,74,0,-1,1400-1459,22,1451,1620,5,1626,-1,0,-1,1600-1659,3,0
1/2/2018,Spirit Air Lines,MCO,DFW,FALSE,FALSE,1022,1025,3,3,1218,0,147,176,173,985,2018,1,1,2,2,NK,NK,20416,NK,405,NK,20416,NK,N647NK,405,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0,0,1000-1059,12,1037,1204,14,1218,0,0,0,1200-1259,4,0
1/2/2018,Spirit Air Lines,TPA,BDL,FALSE,FALSE,1230,1230,0,0,1512,0,140,167,162,1111,2018,1,1,2,2,NK,NK,20416,NK,406,NK,20416,NK,N611NK,406,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,10529,1052906,30529,"Hartford, CT",CT,9,Connecticut,11,0,0,1200-1259,17,1247,1507,5,1517,-5,0,-1,1500-1559,5,0
1/2/2018,Spirit Air Lines,MCO,DFW,FALSE,FALSE,1845,1842,0,-3,2036,0,148,173,174,985,2018,1,1,2,2,NK,NK,20416,NK,407,NK,20416,NK,N643NK,407,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,0,-1,1800-1859,11,1853,2021,15,2038,-2,0,-1,2000-2059,4,0
1/2/2018,ExpressJet Airlines Inc.,IAH,AMA,FALSE,FALSE,1825,1817,0,-8,2005,0,84,111,108,517,2018,1,1,2,2,UA,UA_CODESHARE,19977,UA,4023,EV,20366,EV,N12552,4023,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,10279,1027903,30279,"Amarillo, TX",TX,48,Texas,74,0,-1,1800-1859,18,1835,1959,6,2016,-11,0,-1,2000-2059,3,0
1/2/2018,Southwest Airlines Co.,LAS,AMA,FALSE,FALSE,1205,1204,0,-1,1603,3,88,115,119,758,2018,1,1,2,2,WN,WN,19393,WN,5080,WN,19393,WN,N413WN,5080,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,10279,1027903,30279,"Amarillo, TX",TX,48,Texas,74,0,-1,1200-1259,28,1232,1600,3,1600,3,0,0,1600-1659,4,0
1/2/2018,ExpressJet Airlines Inc.,IAH,AMA,FALSE,FALSE,940,934,0,-6,1118,0,86,111,104,517,2018,1,1,2,2,UA,UA_CODESHARE,19977,UA,4456,EV,20366,EV,N14902,4456,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,10279,1027903,30279,"Amarillo, TX",TX,48,Texas,74,0,-1,0900-0959,15,949,1115,3,1131,-13,0,-1,1100-1159,3,0
1/2/2018,ExpressJet Airlines Inc.,IAH,AMA,FALSE,FALSE,1435,1429,0,-6,1625,0,89,111,116,517,2018,1,1,2,2,UA,UA_CODESHARE,19977,UA,4141,EV,20366,EV,N14902,4141,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,10279,1027903,30279,"Amarillo, TX",TX,48,Texas,74,0,-1,1400-1459,22,1451,1620,5,1626,-1,0,-1,1600-1659,3,0
1/2/2018,United Air Lines Inc.,ORD,ANC,FALSE,FALSE,1605,1606,1,1,1953,0,389,409,407,2846,2018,1,1,2,2,UA,UA,19977,UA,1280,UA,19977,UA,N35271,1280,13930,1393006,30977,"Chicago, IL",IL,17,Illinois,41,10299,1029906,30299,"Anchorage, AK",AK,2,Alaska,1,0,0,1600-1659,13,1619,1948,5,1954,-1,0,-1,1900-1959,11,0
